Título,RQ,Categoria
D2PdM:Data-Driven Predictive Maintenance - Comparative Evaluation of ML Algorithms in Industrial Automation,RQ10,Regressão
D2PdM:Data-Driven Predictive Maintenance - Comparative Evaluation of ML Algorithms in Industrial Automation,RQ10,Métricas operacionais
D2PdM:Data-Driven Predictive Maintenance - Comparative Evaluation of ML Algorithms in Industrial Automation,RQ11,Dados
D2PdM:Data-Driven Predictive Maintenance - Comparative Evaluation of ML Algorithms in Industrial Automation,RQ11,Modelagem
D2PdM:Data-Driven Predictive Maintenance - Comparative Evaluation of ML Algorithms in Industrial Automation,RQ11,Generalização/Transferência
Development and Validation of an Explainable Hybrid Deep Learning Model for Multiple-Fault Diagnosis in Intelligent Automotive Electronic Systems,RQ1,Automotivo
Development and Validation of an Explainable Hybrid Deep Learning Model for Multiple-Fault Diagnosis in Intelligent Automotive Electronic Systems,RQ2,Diagnóstico / Causa-raiz (FDD)
Development and Validation of an Explainable Hybrid Deep Learning Model for Multiple-Fault Diagnosis in Intelligent Automotive Electronic Systems,RQ2,Manutenção Prescritiva / Preditiva
Development and Validation of an Explainable Hybrid Deep Learning Model for Multiple-Fault Diagnosis in Intelligent Automotive Electronic Systems,RQ3,Diagnóstico/Causa-raiz
Development and Validation of an Explainable Hybrid Deep Learning Model for Multiple-Fault Diagnosis in Intelligent Automotive Electronic Systems,RQ3,Prescrição/Recomendação
Development and Validation of an Explainable Hybrid Deep Learning Model for Multiple-Fault Diagnosis in Intelligent Automotive Electronic Systems,RQ3,HITL/Confiança/Uncertainty
Development and Validation of an Explainable Hybrid Deep Learning Model for Multiple-Fault Diagnosis in Intelligent Automotive Electronic Systems,RQ4,Simulados/gerados
Development and Validation of an Explainable Hybrid Deep Learning Model for Multiple-Fault Diagnosis in Intelligent Automotive Electronic Systems,RQ4,"Privados/proprietários,"
Development and Validation of an Explainable Hybrid Deep Learning Model for Multiple-Fault Diagnosis in Intelligent Automotive Electronic Systems,RQ5,Multimodal (fusão de modalidades)
Development and Validation of an Explainable Hybrid Deep Learning Model for Multiple-Fault Diagnosis in Intelligent Automotive Electronic Systems,RQ6,Híbrido (Edge
Development and Validation of an Explainable Hybrid Deep Learning Model for Multiple-Fault Diagnosis in Intelligent Automotive Electronic Systems,RQ6,Cloud)
Development and Validation of an Explainable Hybrid Deep Learning Model for Multiple-Fault Diagnosis in Intelligent Automotive Electronic Systems,RQ7,"CNN (Conv1D/2D, YOLO, Faster R-CNN, ResNet, DenseNet)"
Development and Validation of an Explainable Hybrid Deep Learning Model for Multiple-Fault Diagnosis in Intelligent Automotive Electronic Systems,RQ7,RNN (LSTM/GRU)
Development and Validation of an Explainable Hybrid Deep Learning Model for Multiple-Fault Diagnosis in Intelligent Automotive Electronic Systems,RQ7,Transformer/Attention
Development and Validation of an Explainable Hybrid Deep Learning Model for Multiple-Fault Diagnosis in Intelligent Automotive Electronic Systems,RQ8,LIME
Development and Validation of an Explainable Hybrid Deep Learning Model for Multiple-Fault Diagnosis in Intelligent Automotive Electronic Systems,RQ8,SHAP
Development and Validation of an Explainable Hybrid Deep Learning Model for Multiple-Fault Diagnosis in Intelligent Automotive Electronic Systems,RQ8,Atenção/Attention (pesos/heatmaps)
Development and Validation of an Explainable Hybrid Deep Learning Model for Multiple-Fault Diagnosis in Intelligent Automotive Electronic Systems,RQ9,Ambos
Development and Validation of an Explainable Hybrid Deep Learning Model for Multiple-Fault Diagnosis in Intelligent Automotive Electronic Systems,RQ10,Classificação
Development and Validation of an Explainable Hybrid Deep Learning Model for Multiple-Fault Diagnosis in Intelligent Automotive Electronic Systems,RQ10,Latência/Tempo/Computação
Development and Validation of an Explainable Hybrid Deep Learning Model for Multiple-Fault Diagnosis in Intelligent Automotive Electronic Systems,RQ10,Avaliação XAI quantitativa
Development and Validation of an Explainable Hybrid Deep Learning Model for Multiple-Fault Diagnosis in Intelligent Automotive Electronic Systems,RQ10,Avaliação humana
Development and Validation of an Explainable Hybrid Deep Learning Model for Multiple-Fault Diagnosis in Intelligent Automotive Electronic Systems,RQ11,Dados
Development and Validation of an Explainable Hybrid Deep Learning Model for Multiple-Fault Diagnosis in Intelligent Automotive Electronic Systems,RQ11,Generalização/Transferência
Development and Validation of an Explainable Hybrid Deep Learning Model for Multiple-Fault Diagnosis in Intelligent Automotive Electronic Systems,RQ11,Implantação & Tempo real
Development and Validation of an Explainable Hybrid Deep Learning Model for Multiple-Fault Diagnosis in Intelligent Automotive Electronic Systems,RQ11,Modelagem
DIGITAL TWIN–BASED INTELLIGENT MONITORING OF INDUSTRIAL SYSTEMS USING EXPLAINABLE AI,RQ1,Indústria 4.0 (Genérico/Transversal)
DIGITAL TWIN–BASED INTELLIGENT MONITORING OF INDUSTRIAL SYSTEMS USING EXPLAINABLE AI,RQ2,Manutenção Prescritiva / Preditiva
DIGITAL TWIN–BASED INTELLIGENT MONITORING OF INDUSTRIAL SYSTEMS USING EXPLAINABLE AI,RQ2,Detecção de Anomalias/Falhas
DIGITAL TWIN–BASED INTELLIGENT MONITORING OF INDUSTRIAL SYSTEMS USING EXPLAINABLE AI,RQ2,Diagnóstico / Causa-raiz (FDD)
DIGITAL TWIN–BASED INTELLIGENT MONITORING OF INDUSTRIAL SYSTEMS USING EXPLAINABLE AI,RQ3,Alerta/Detecção
DIGITAL TWIN–BASED INTELLIGENT MONITORING OF INDUSTRIAL SYSTEMS USING EXPLAINABLE AI,RQ3,Diagnóstico/Causa-raiz
DIGITAL TWIN–BASED INTELLIGENT MONITORING OF INDUSTRIAL SYSTEMS USING EXPLAINABLE AI,RQ3,Planejamento/Otimização
DIGITAL TWIN–BASED INTELLIGENT MONITORING OF INDUSTRIAL SYSTEMS USING EXPLAINABLE AI,RQ3,HITL/Confiança/Uncertainty
DIGITAL TWIN–BASED INTELLIGENT MONITORING OF INDUSTRIAL SYSTEMS USING EXPLAINABLE AI,RQ4,Privados/proprietários
DIGITAL TWIN–BASED INTELLIGENT MONITORING OF INDUSTRIAL SYSTEMS USING EXPLAINABLE AI,RQ5,Séries temporais (sensores/telemetria)
DIGITAL TWIN–BASED INTELLIGENT MONITORING OF INDUSTRIAL SYSTEMS USING EXPLAINABLE AI,RQ6,Edge
DIGITAL TWIN–BASED INTELLIGENT MONITORING OF INDUSTRIAL SYSTEMS USING EXPLAINABLE AI,RQ7,RNN (LSTM/GRU)
DIGITAL TWIN–BASED INTELLIGENT MONITORING OF INDUSTRIAL SYSTEMS USING EXPLAINABLE AI,RQ7,MLP/ANN (feedforward)
DIGITAL TWIN–BASED INTELLIGENT MONITORING OF INDUSTRIAL SYSTEMS USING EXPLAINABLE AI,RQ8,SHAP
DIGITAL TWIN–BASED INTELLIGENT MONITORING OF INDUSTRIAL SYSTEMS USING EXPLAINABLE AI,RQ8,LIME
DIGITAL TWIN–BASED INTELLIGENT MONITORING OF INDUSTRIAL SYSTEMS USING EXPLAINABLE AI,RQ9,Locais
DIGITAL TWIN–BASED INTELLIGENT MONITORING OF INDUSTRIAL SYSTEMS USING EXPLAINABLE AI,RQ10,Classificação
DIGITAL TWIN–BASED INTELLIGENT MONITORING OF INDUSTRIAL SYSTEMS USING EXPLAINABLE AI,RQ10,Detecção de anomalias/FDD
DIGITAL TWIN–BASED INTELLIGENT MONITORING OF INDUSTRIAL SYSTEMS USING EXPLAINABLE AI,RQ10,Latência/Tempo/Computação
DIGITAL TWIN–BASED INTELLIGENT MONITORING OF INDUSTRIAL SYSTEMS USING EXPLAINABLE AI,RQ11,Infraestrutura & Integração
DIGITAL TWIN–BASED INTELLIGENT MONITORING OF INDUSTRIAL SYSTEMS USING EXPLAINABLE AI,RQ11,Generalização/Transferência
DIGITAL TWIN–BASED INTELLIGENT MONITORING OF INDUSTRIAL SYSTEMS USING EXPLAINABLE AI,RQ11,Interpretabilidade/XAI
DIGITAL TWIN–BASED INTELLIGENT MONITORING OF INDUSTRIAL SYSTEMS USING EXPLAINABLE AI,RQ11,Implantação & Tempo real
DIGITAL TWIN–BASED INTELLIGENT MONITORING OF INDUSTRIAL SYSTEMS USING EXPLAINABLE AI,RQ11,Privacidade/Confidencialidade/Regulação
Evaluating eXplainable artificial intelligence tools for hard disk drive predictive maintenance,RQ1,Data Centers
Evaluating eXplainable artificial intelligence tools for hard disk drive predictive maintenance,RQ2,Manutenção Prescritiva / Preditiva
Evaluating eXplainable artificial intelligence tools for hard disk drive predictive maintenance,RQ2,RUL/Prognóstico
Evaluating eXplainable artificial intelligence tools for hard disk drive predictive maintenance,RQ3,Diagnóstico/Causa-raiz
Evaluating eXplainable artificial intelligence tools for hard disk drive predictive maintenance,RQ3,Prescrição/Recomendação
Evaluating eXplainable artificial intelligence tools for hard disk drive predictive maintenance,RQ4,"Público, link: https://www.backblaze.com/b2/hard-drive-test-data.html"
Evaluating eXplainable artificial intelligence tools for hard disk drive predictive maintenance,RQ5,Séries temporais (sensores/telemetria)
Evaluating eXplainable artificial intelligence tools for hard disk drive predictive maintenance,RQ6,Não mencionado
Evaluating eXplainable artificial intelligence tools for hard disk drive predictive maintenance,RQ7,RNN (LSTM/GRU)
Evaluating eXplainable artificial intelligence tools for hard disk drive predictive maintenance,RQ8,SHAP
Evaluating eXplainable artificial intelligence tools for hard disk drive predictive maintenance,RQ8,LIME
Evaluating eXplainable artificial intelligence tools for hard disk drive predictive maintenance,RQ9,Ambos
Evaluating eXplainable artificial intelligence tools for hard disk drive predictive maintenance,RQ10,Classificação
Evaluating eXplainable artificial intelligence tools for hard disk drive predictive maintenance,RQ10,Avaliação XAI quantitativa
Evaluating eXplainable artificial intelligence tools for hard disk drive predictive maintenance,RQ11,Interpretabilidade/XAI
Evaluating eXplainable artificial intelligence tools for hard disk drive predictive maintenance,RQ11,Adoção humana/HITL
Evaluating eXplainable artificial intelligence tools for hard disk drive predictive maintenance,RQ11,Dados
Evaluating eXplainable artificial intelligence tools for hard disk drive predictive maintenance,RQ11,Generalização/Transferência
Explainable AI-Driven Quality and Condition Monitoring in Smart Manufacturing,RQ1,Manufatura (geral)
Explainable AI-Driven Quality and Condition Monitoring in Smart Manufacturing,RQ2,Controle de Qualidade (Defeitos)
Explainable AI-Driven Quality and Condition Monitoring in Smart Manufacturing,RQ2,Detecção de Anomalias/Falhas
Explainable AI-Driven Quality and Condition Monitoring in Smart Manufacturing,RQ2,Manutenção Prescritiva / Preditiva
Explainable AI-Driven Quality and Condition Monitoring in Smart Manufacturing,RQ3,Diagnóstico/Causa-raiz
Explainable AI-Driven Quality and Condition Monitoring in Smart Manufacturing,RQ3,Inspeção visual/Localização
Explainable AI-Driven Quality and Condition Monitoring in Smart Manufacturing,RQ3,HITL/Confiança/Uncertainty
Explainable AI-Driven Quality and Condition Monitoring in Smart Manufacturing,RQ3,Prescrição/Recomendação
Explainable AI-Driven Quality and Condition Monitoring in Smart Manufacturing,RQ4,"Público, o Casting Product Dataset disponível em https://www.kaggle.com/datasets/ravirajsinh45/real-life-industrial-dataset-of-casting-product , o GC10-DET (Defects Class and Location) disponível em https://www.kaggle.com/datasets/zhangyunsheng/defects-class-and-location , e o MIMII Dataset disponível em https://zenodo.org/records/3384388."
Explainable AI-Driven Quality and Condition Monitoring in Smart Manufacturing,RQ5,Imagens (visão computacional)
Explainable AI-Driven Quality and Condition Monitoring in Smart Manufacturing,RQ5,Sinais (áudio/vibração/ultrassom – waveform)
Explainable AI-Driven Quality and Condition Monitoring in Smart Manufacturing,RQ6,Não mencionado
Explainable AI-Driven Quality and Condition Monitoring in Smart Manufacturing,RQ7,"CNN (Conv1D/2D, YOLO, Faster R-CNN, ResNet, DenseNet)"
Explainable AI-Driven Quality and Condition Monitoring in Smart Manufacturing,RQ8,Saliency/Grad-CAM/IG/Occlusion (visão)
Explainable AI-Driven Quality and Condition Monitoring in Smart Manufacturing,RQ8,SHAP
Explainable AI-Driven Quality and Condition Monitoring in Smart Manufacturing,RQ9,Ambos
Explainable AI-Driven Quality and Condition Monitoring in Smart Manufacturing,RQ10,Classificação
Explainable AI-Driven Quality and Condition Monitoring in Smart Manufacturing,RQ11,Dados
Explainable AI-Driven Quality and Condition Monitoring in Smart Manufacturing,RQ11,Interpretabilidade/XAI
Explainable AI-Driven Quality and Condition Monitoring in Smart Manufacturing,RQ11,Adoção humana/HITL
Explainable AI-Driven Quality and Condition Monitoring in Smart Manufacturing,RQ11,Modelagem
Explainable and interpretable bearing fault classification and diagnosis under limited data,RQ1,Manufatura (Maquinário Rotativo)
Explainable and interpretable bearing fault classification and diagnosis under limited data,RQ2,Detecção de Anomalias/Falhas
Explainable and interpretable bearing fault classification and diagnosis under limited data,RQ2,RUL/Prognóstico
Explainable and interpretable bearing fault classification and diagnosis under limited data,RQ2,Manutenção Prescritiva / Preditiva
Explainable and interpretable bearing fault classification and diagnosis under limited data,RQ3,Alerta/Detecção
Explainable and interpretable bearing fault classification and diagnosis under limited data,RQ3,Prognóstico (RUL/Health)
Explainable and interpretable bearing fault classification and diagnosis under limited data,RQ3,Diagnóstico/Cause-raiz
Explainable and interpretable bearing fault classification and diagnosis under limited data,RQ3,Planejamento/Otimização
Explainable and interpretable bearing fault classification and diagnosis under limited data,RQ4,"Público, conjuntos de dados de rolamentos IMS (Intelligent Maintenance Systems) e XJTU-SY."
Explainable and interpretable bearing fault classification and diagnosis under limited data,RQ5,Sinais (áudio/vibração/ultrassom – waveform)
Explainable and interpretable bearing fault classification and diagnosis under limited data,RQ6,Não mencionado
Explainable and interpretable bearing fault classification and diagnosis under limited data,RQ7,Autoencoder/VAE
Explainable and interpretable bearing fault classification and diagnosis under limited data,RQ8,Interpretabilidade Intrínseca (white-box/simbólica)
Explainable and interpretable bearing fault classification and diagnosis under limited data,RQ9,Globais
Explainable and interpretable bearing fault classification and diagnosis under limited data,RQ10,Detecção de anomalias/FDD
Explainable and interpretable bearing fault classification and diagnosis under limited data,RQ11,Adoção humana/HITL
Explainable and interpretable bearing fault classification and diagnosis under limited data,RQ11,Infraestrutura & Integração
Explainable and interpretable bearing fault classification and diagnosis under limited data,RQ11,Implantação & Tempo real
Explainable anomaly detection for Hot-rolling industrial process*,RQ1,Siderúrgico/Metalurgia
Explainable anomaly detection for Hot-rolling industrial process*,RQ2,Detecção de Anomalias/Falhas
Explainable anomaly detection for Hot-rolling industrial process*,RQ2,Manutenção Prescritiva / Preditiva
Explainable anomaly detection for Hot-rolling industrial process*,RQ3,Alerta/Detecção
Explainable anomaly detection for Hot-rolling industrial process*,RQ3,Diagnóstico/Causa-raiz
Explainable anomaly detection for Hot-rolling industrial process*,RQ3,Prescrição/Recomendação
Explainable anomaly detection for Hot-rolling industrial process*,RQ3,Planejamento/Otimização
Explainable anomaly detection for Hot-rolling industrial process*,RQ4,Simulados/gerados
Explainable anomaly detection for Hot-rolling industrial process*,RQ4,Privados/proprietários
Explainable anomaly detection for Hot-rolling industrial process*,RQ5,Séries temporais (sensores/telemetria)
Explainable anomaly detection for Hot-rolling industrial process*,RQ5,Tabular (dados estruturados/atributos/features)
Explainable anomaly detection for Hot-rolling industrial process*,RQ6,Não mencionado
Explainable anomaly detection for Hot-rolling industrial process*,RQ7,Autoencoder/VAE
Explainable anomaly detection for Hot-rolling industrial process*,RQ7,RNN (LSTM/GRU)
Explainable anomaly detection for Hot-rolling industrial process*,RQ8,SHAP
Explainable anomaly detection for Hot-rolling industrial process*,RQ9,Ambos
Explainable anomaly detection for Hot-rolling industrial process*,RQ10,Regressão
Explainable anomaly detection for Hot-rolling industrial process*,RQ10,Classificação
Explainable anomaly detection for Hot-rolling industrial process*,RQ10,Avaliação humana
Explainable anomaly detection for Hot-rolling industrial process*,RQ11,Dados
Explainable anomaly detection for Hot-rolling industrial process*,RQ11,Modelagem
Explainable anomaly detection for Hot-rolling industrial process*,RQ11,Adoção humana/HITL
Explainable Deep Learning for Bearing Fault Diagnosis: Architectural Superiority of ResNet-1D Validated by SHAP,RQ1,Manufatura (Maquinário Rotativo)
Explainable Deep Learning for Bearing Fault Diagnosis: Architectural Superiority of ResNet-1D Validated by SHAP,RQ2,Manutenção Prescritiva / Preditiva
Explainable Deep Learning for Bearing Fault Diagnosis: Architectural Superiority of ResNet-1D Validated by SHAP,RQ2,Diagnóstico / Causa-raiz (FDD)
Explainable Deep Learning for Bearing Fault Diagnosis: Architectural Superiority of ResNet-1D Validated by SHAP,RQ2,Detecção de Anomalias/Falhas
Explainable Deep Learning for Bearing Fault Diagnosis: Architectural Superiority of ResNet-1D Validated by SHAP,RQ3,Diagnóstico/Causa-raiz
Explainable Deep Learning for Bearing Fault Diagnosis: Architectural Superiority of ResNet-1D Validated by SHAP,RQ3,HITL/Confiança/Uncertainty
Explainable Deep Learning for Bearing Fault Diagnosis: Architectural Superiority of ResNet-1D Validated by SHAP,RQ4,"Público, link: https://doi.org/10.5281/zenodo.16842422."
Explainable Deep Learning for Bearing Fault Diagnosis: Architectural Superiority of ResNet-1D Validated by SHAP,RQ5,Tabular (dados estruturados/atributos/features)
Explainable Deep Learning for Bearing Fault Diagnosis: Architectural Superiority of ResNet-1D Validated by SHAP,RQ6,Edge
Explainable Deep Learning for Bearing Fault Diagnosis: Architectural Superiority of ResNet-1D Validated by SHAP,RQ7,MLP/ANN (feedforward)
Explainable Deep Learning for Bearing Fault Diagnosis: Architectural Superiority of ResNet-1D Validated by SHAP,RQ7,"CNN (Conv1D/2D, YOLO, Faster R-CNN, ResNet, DenseNet)"
Explainable Deep Learning for Bearing Fault Diagnosis: Architectural Superiority of ResNet-1D Validated by SHAP,RQ8,SHAP
Explainable Deep Learning for Bearing Fault Diagnosis: Architectural Superiority of ResNet-1D Validated by SHAP,RQ9,Ambos
Explainable Deep Learning for Bearing Fault Diagnosis: Architectural Superiority of ResNet-1D Validated by SHAP,RQ10,Classificação
Explainable Deep Learning for Bearing Fault Diagnosis: Architectural Superiority of ResNet-1D Validated by SHAP,RQ11,Generalização/Transferência
Explainable Deep Learning for Bearing Fault Diagnosis: Architectural Superiority of ResNet-1D Validated by SHAP,RQ11,Dados
Explainable Deep Learning for Bearing Fault Diagnosis: Architectural Superiority of ResNet-1D Validated by SHAP,RQ11,Implantação & Tempo real
Explainable Deep Reinforcement Learning Enhancing Industrial Maintenance,RQ1,Manufatura (geral)
Explainable Deep Reinforcement Learning Enhancing Industrial Maintenance,RQ2,Manutenção Prescritiva / Preditiva
Explainable Deep Reinforcement Learning Enhancing Industrial Maintenance,RQ3,Prescrição/Recomendação
Explainable Deep Reinforcement Learning Enhancing Industrial Maintenance,RQ3,HITL/Confiança/Uncertainty
Explainable Deep Reinforcement Learning Enhancing Industrial Maintenance,RQ4,Simulados/gerados
Explainable Deep Reinforcement Learning Enhancing Industrial Maintenance,RQ5,Tabular (dados estruturados/atributos/features)
Explainable Deep Reinforcement Learning Enhancing Industrial Maintenance,RQ6,Não mencionado
Explainable Deep Reinforcement Learning Enhancing Industrial Maintenance,RQ7,Reinforcement Learning (DRL/RL)
Explainable Deep Reinforcement Learning Enhancing Industrial Maintenance,RQ7,MLP/ANN (feedforward)
Explainable Deep Reinforcement Learning Enhancing Industrial Maintenance,RQ8,SHAP
Explainable Deep Reinforcement Learning Enhancing Industrial Maintenance,RQ9,Ambos
Explainable Deep Reinforcement Learning Enhancing Industrial Maintenance,RQ10,Reinforcement Learning (DRL/RL)
Explainable Deep Reinforcement Learning Enhancing Industrial Maintenance,RQ11,Interpretabilidade/XAI
Explainable Deep Reinforcement Learning Enhancing Industrial Maintenance,RQ11,Adoção humana/HITL
Explainable Deep Reinforcement Learning Enhancing Industrial Maintenance,RQ11,Generalização/Transferência
Fault Detection and Diagnosis using AutoEncoders and Interpretable AI - Case Study on an Industrial Chiller,RQ1,Farmacêutico
Fault Detection and Diagnosis using AutoEncoders and Interpretable AI - Case Study on an Industrial Chiller,RQ2,Diagnóstico / Causa-raiz (FDD)
Fault Detection and Diagnosis using AutoEncoders and Interpretable AI - Case Study on an Industrial Chiller,RQ2,Detecção de Anomalias/Falhas
Fault Detection and Diagnosis using AutoEncoders and Interpretable AI - Case Study on an Industrial Chiller,RQ3,Alerta/Detecção
Fault Detection and Diagnosis using AutoEncoders and Interpretable AI - Case Study on an Industrial Chiller,RQ3,Diagnóstico/Causa-raiz
Fault Detection and Diagnosis using AutoEncoders and Interpretable AI - Case Study on an Industrial Chiller,RQ3,Inspeção visual/Localização
Fault Detection and Diagnosis using AutoEncoders and Interpretable AI - Case Study on an Industrial Chiller,RQ4,Simulados/gerados
Fault Detection and Diagnosis using AutoEncoders and Interpretable AI - Case Study on an Industrial Chiller,RQ4,Privados/proprietários
Fault Detection and Diagnosis using AutoEncoders and Interpretable AI - Case Study on an Industrial Chiller,RQ5,Séries temporais (sensores/telemetria)
Fault Detection and Diagnosis using AutoEncoders and Interpretable AI - Case Study on an Industrial Chiller,RQ6,Não mencionado
Fault Detection and Diagnosis using AutoEncoders and Interpretable AI - Case Study on an Industrial Chiller,RQ7,Autoencoder/VAE
Fault Detection and Diagnosis using AutoEncoders and Interpretable AI - Case Study on an Industrial Chiller,RQ8,SHAP
Fault Detection and Diagnosis using AutoEncoders and Interpretable AI - Case Study on an Industrial Chiller,RQ9,Locais
Fault Detection and Diagnosis using AutoEncoders and Interpretable AI - Case Study on an Industrial Chiller,RQ10,Detecção de anomalias/FDD
Fault Detection and Diagnosis using AutoEncoders and Interpretable AI - Case Study on an Industrial Chiller,RQ11,Dados
Fault Detection and Diagnosis using AutoEncoders and Interpretable AI - Case Study on an Industrial Chiller,RQ11,Adoção humana/HITL
Fault Detection and Diagnosis using AutoEncoders and Interpretable AI - Case Study on an Industrial Chiller,RQ11,Interpretabilidade/XAI
Fault Detection of Cyber-Physical Systems Using a Transfer Learning Method Based on Pre-Trained Transformers,RQ1,Água/Saneamento
Fault Detection of Cyber-Physical Systems Using a Transfer Learning Method Based on Pre-Trained Transformers,RQ2,Segurança Ciberfísica (CPS)
Fault Detection of Cyber-Physical Systems Using a Transfer Learning Method Based on Pre-Trained Transformers,RQ2,Detecção de Anomalias/Falhas
Fault Detection of Cyber-Physical Systems Using a Transfer Learning Method Based on Pre-Trained Transformers,RQ3,Alerta/Detecção
Fault Detection of Cyber-Physical Systems Using a Transfer Learning Method Based on Pre-Trained Transformers,RQ3,Diagnóstico/Causa-raiz
Fault Detection of Cyber-Physical Systems Using a Transfer Learning Method Based on Pre-Trained Transformers,RQ3,Planejamento/Otimização
Fault Detection of Cyber-Physical Systems Using a Transfer Learning Method Based on Pre-Trained Transformers,RQ4,"Público, conjuntos de dados SWaT.A1 e SWaT.A6, link: https://github.com/pooyasa/pre-trained-trasformer-fd"
Fault Detection of Cyber-Physical Systems Using a Transfer Learning Method Based on Pre-Trained Transformers,RQ5,Séries temporais (sensores/telemetria)
Fault Detection of Cyber-Physical Systems Using a Transfer Learning Method Based on Pre-Trained Transformers,RQ6,Não mencionado
Fault Detection of Cyber-Physical Systems Using a Transfer Learning Method Based on Pre-Trained Transformers,RQ7,Transformer/Attention
Fault Detection of Cyber-Physical Systems Using a Transfer Learning Method Based on Pre-Trained Transformers,RQ8,SHAP
Fault Detection of Cyber-Physical Systems Using a Transfer Learning Method Based on Pre-Trained Transformers,RQ9,Ambos
Fault Detection of Cyber-Physical Systems Using a Transfer Learning Method Based on Pre-Trained Transformers,RQ10,Classificação
Fault Detection of Cyber-Physical Systems Using a Transfer Learning Method Based on Pre-Trained Transformers,RQ11,Dados
Fault Detection of Cyber-Physical Systems Using a Transfer Learning Method Based on Pre-Trained Transformers,RQ11,Generalização/Transferência
Fault Detection of Cyber-Physical Systems Using a Transfer Learning Method Based on Pre-Trained Transformers,RQ11,Modelagem
Federated learning with prototype learning for RUL prediction of engine turbine blade,RQ1,Aeroespacial
Federated learning with prototype learning for RUL prediction of engine turbine blade,RQ2,RUL/Prognóstico
Federated learning with prototype learning for RUL prediction of engine turbine blade,RQ3,Prognóstico (RUL/Health)
Federated learning with prototype learning for RUL prediction of engine turbine blade,RQ3,Diagnóstico/Causa-raiz
Federated learning with prototype learning for RUL prediction of engine turbine blade,RQ3,Prescrição/Recomendação
Federated learning with prototype learning for RUL prediction of engine turbine blade,RQ3,Planejamento/Otimização
Federated learning with prototype learning for RUL prediction of engine turbine blade,RQ4,Privados/proprietários
Federated learning with prototype learning for RUL prediction of engine turbine blade,RQ5,Séries temporais (sensores/telemetria)
Federated learning with prototype learning for RUL prediction of engine turbine blade,RQ5,Tabular (dados estruturados/atributos/features)
Federated learning with prototype learning for RUL prediction of engine turbine blade,RQ6,Não mencionado
Federated learning with prototype learning for RUL prediction of engine turbine blade,RQ7,Transformer/Attention
Federated learning with prototype learning for RUL prediction of engine turbine blade,RQ8,SHAP
Federated learning with prototype learning for RUL prediction of engine turbine blade,RQ9,Ambos
Federated learning with prototype learning for RUL prediction of engine turbine blade,RQ10,Regressão
Federated learning with prototype learning for RUL prediction of engine turbine blade,RQ10,Latência/Tempo/Computação
Federated learning with prototype learning for RUL prediction of engine turbine blade,RQ10,Classificação
Federated learning with prototype learning for RUL prediction of engine turbine blade,RQ11,Privacidade/Confidencialidade/Regulação
Federated learning with prototype learning for RUL prediction of engine turbine blade,RQ11,Modelagem
GenAD-SM: optimized transformer-VAE model for precision anomaly detection for smart manufacturing in industry 5.0,RQ1,Manufatura (geral)
GenAD-SM: optimized transformer-VAE model for precision anomaly detection for smart manufacturing in industry 5.0,RQ2,Detecção de Anomalias/Falhas
GenAD-SM: optimized transformer-VAE model for precision anomaly detection for smart manufacturing in industry 5.0,RQ2,Manutenção Prescritiva / Preditiva
GenAD-SM: optimized transformer-VAE model for precision anomaly detection for smart manufacturing in industry 5.0,RQ3,Alerta/Detecção
GenAD-SM: optimized transformer-VAE model for precision anomaly detection for smart manufacturing in industry 5.0,RQ3,Diagnóstico/Causa-raiz
GenAD-SM: optimized transformer-VAE model for precision anomaly detection for smart manufacturing in industry 5.0,RQ3,HITL/Confiança/Uncertainty
GenAD-SM: optimized transformer-VAE model for precision anomaly detection for smart manufacturing in industry 5.0,RQ4,Privados/proprietários
GenAD-SM: optimized transformer-VAE model for precision anomaly detection for smart manufacturing in industry 5.0,RQ5,Séries temporais (sensores/telemetria)
GenAD-SM: optimized transformer-VAE model for precision anomaly detection for smart manufacturing in industry 5.0,RQ5,Tabular (dados estruturados/atributos/features)
GenAD-SM: optimized transformer-VAE model for precision anomaly detection for smart manufacturing in industry 5.0,RQ6,Cloud
GenAD-SM: optimized transformer-VAE model for precision anomaly detection for smart manufacturing in industry 5.0,RQ7,Autoencoder/VAE
GenAD-SM: optimized transformer-VAE model for precision anomaly detection for smart manufacturing in industry 5.0,RQ7,Transformer/Attention
GenAD-SM: optimized transformer-VAE model for precision anomaly detection for smart manufacturing in industry 5.0,RQ8,SHAP
GenAD-SM: optimized transformer-VAE model for precision anomaly detection for smart manufacturing in industry 5.0,RQ9,Locais
GenAD-SM: optimized transformer-VAE model for precision anomaly detection for smart manufacturing in industry 5.0,RQ10,Detecção de anomalias/FDD
GenAD-SM: optimized transformer-VAE model for precision anomaly detection for smart manufacturing in industry 5.0,RQ10,Classificação
GenAD-SM: optimized transformer-VAE model for precision anomaly detection for smart manufacturing in industry 5.0,RQ10,Regressão
GenAD-SM: optimized transformer-VAE model for precision anomaly detection for smart manufacturing in industry 5.0,RQ11,Dados
GenAD-SM: optimized transformer-VAE model for precision anomaly detection for smart manufacturing in industry 5.0,RQ11,Modelagem
GenAD-SM: optimized transformer-VAE model for precision anomaly detection for smart manufacturing in industry 5.0,RQ11,Implantação & Tempo real
GenAD-SM: optimized transformer-VAE model for precision anomaly detection for smart manufacturing in industry 5.0,RQ11,Adoção humana/HITL
Hybrid Condition Monitoring for IIoT Applications,RQ1,Manufatura (Maquinário Rotativo)
