Título,RQ1,RQ2,RQ3,RQ4,RQ5,RQ6,RQ7,RQ8,RQ9,RQ10,RQ11
GenAD-SM: optimized transformer-VAE model for precision anomaly detection for smart manufacturing in industry 5.0,Manufatura inteligente.,"Detecção de Anomalias e Manutenção Preditiva, com foco em identificar falhas operacionais, como superaquecimento, vibração excessiva, falhas elétricas e quedas de pressão, antes que causem tempo de inatividade.","O modelo sinaliza anomalia por reconstruction error do VAE e fornece explicações por atribuição de features via SHAP, apontando quais variáveis (ex.: vibração, temperatura, pressão, energia, downtime risk) motivaram o alarme, suportando decisão transparente do operador.","Dados privados/proprietários. O modelo utilizou dados operacionais em tempo real de equipamentos de manufatura (cerca de 100.000 registros), capturados via sistemas SCADA.","Séries temporais multivariadas e dados heterogêneos. O conjunto inclui dados contínuos de sensores (temperatura, vibração, pressão, consumo de energia, umidade), dados categóricos (status da máquina, tipo de falha), dados binários (sinalizador de anomalia) e ordem temporal via timestamps.",O modelo foi treinado e avaliado em ambiente de Nuvem/Workstation (Google Colab utilizando GPUs NVIDIA Tesla T4).,"Variational Autoencoder (VAE) otimizado por uma meta-heurística chamada Football Player Optimization Algorithm (FPOA), com a arquitetura descrita englobando mecanismos Transformer (GenAD-SM optimized transformer-VAE) para processamento aprimorado dos dados.",SHAP,Locais.,"Para avaliar o sucesso preditivo do modelo, foram utilizadas as métricas de Erro de Reconstrução (MSE), Acurácia, Precisão, Recall, F1-Score, Curvas Precision-Recall (AP) e Área sob a Curva ROC (AUC).","Necessidade de interpretabilidade e confiança do operador (black-box prejudica adoção); dificuldade com class imbalance (raridade de anomalias) e risco de falsos negativos; limitação do VAE padrão em capturar dependências temporais e lidar com dados mistos (contínuos, categóricos, binários) sem adaptações; trade-off do tamanho do espaço latente (perda de detalhe vs overfitting/ruído); desafios de custo computacional/implantação em tempo real e robustez a ruído/drift."
Hybrid Condition Monitoring for IIoT Applications,"Setor industrial de maquinário rotativo, com foco específico no monitoramento acústico de motores elétricos.","Detecção e isolamento de falhas (fault detection and isolation) via classificação de estados operacionais do equipamento (good, heavy load, broken) para suportar manutenção preditiva (PdM) com decisões em tempo real e robustez a ruído.","A abordagem identifica frequências de entrada mais relevantes para a decisão usando XAI (attribution scores), reduz o conjunto de features e treina um classificador mais leve; além disso, melhora a confiabilidade da decisão ao modelar a dinâmica como HMM e aplicar Viterbi para decodificar a sequência de estados mais provável, reduzindo oscilações/erros pontuais em presença de ruído.","Público. Dataset IDMT-ISA-ELECTRIC-ENGINE para monitoramento acústico de motores elétricos; link direto do dataset não é fornecido no texto, mas o repositório do código é informado: https://github.com/marckonick/Hybrid%20CM%20for%20IIoT%20Applications .",Séries temporais de áudio consistindo em gravações sonoras dos equipamentos. Estes sinais brutos são convertidos e processados através da Transformada Rápida de Fourier (FFT) para a extração de características no domínio da frequência.,"Edge Computing explícito: pipeline completo (extração de features + classificação + inferência sequencial) implementado em microcontrolador ESP32 (Arduino ESP32-WROOM-32U). O texto contrasta cloud vs edge e aponta limitações de cloud (dependência de rede/banda, cibersegurança, custo) e desafios de edge (restrições de memória e computação, necessidade de compressão do modelo/dados). Na implementação, reporta uso de ~9% de RAM e ~52% de FLASH no ESP32 e “sem perda de desempenho”.","Rede neural feedforward simples (NN) com 1 camada oculta (10 neurônios, ReLU) e camada de saída softmax (3 classes).",Gradient SHAP (GSHAP).,Ambos.,"Para avaliar o desempenho de classificação do modelo, foi utilizada a métrica de Acurácia (Accuracy) frente a diversos níveis de ruído. Do ponto de vista de eficiência de infraestrutura, os autores mediram o consumo de memória RAM (9%) e FLASH (52%) no dispositivo.","Limitações de cloud (rede/banda, cibersegurança e custo) e obstáculos de edge (restrições de computação e memória, compressão podendo reduzir acurácia). No método, há limitação natural da inferência sequencial (Viterbi) quando erros ocorrem consecutivamente por períodos longos; no stress test os ganhos são menores. Como futuro, propõe estender para outros tipos de sensores/dados e usar filtragem adaptativa de ruído em sistemas industriais mais complexos."
Intelligent Bearing System Health Monitoring for Smart Manufacturing Conveyors,Manufatura inteligente.,"Manutenção Preditiva focada no monitoramento de condições em tempo real, detecção de anomalias (desvios dos padrões operacionais normais) e classificação de falhas mecânicas.","O sistema emite justificativas visuais (através de mapas de saliência e SHAP) mostrando o impacto e a contribuição temporal de cada característica na predição. Isso permite rastrear falhas até anomalias específicas, fornecendo insights acionáveis para o operador e acionando ajustes operacionais automatizados, como a modificação da lubrificação com base nas pontuações de importância dos sensores.",Dados reais de testbed (Festo conveyor system) + dataset público “NASA Bearing Dataset” (IMS) com link Kaggle: https://www.kaggle.com/datasets/vinayak123tyagi/bearing-dataset . ,"Séries temporais multissensoriais de condição: vibração, temperatura, acústico, deslocamento, além de variáveis de carga e lubrificação; há também fusão de sensores e pré-processamento (normalização/denoising).","Edge Computing explicitamente: coleta em tempo real usando Raspberry Pi 4 (nós de borda) com transmissão sem fio para um gateway central; desafios citados incluem recursos computacionais limitados em dispositivos inteligentes, escalabilidade e necessidade de otimizar protocolos de transmissão e integração com nuvem para grandes redes fabris;","Autoencoder (AE), Variational Autoencoder (VAE) e LSTM.","SHAP, LIME e Mapas de Saliência.",Ambos.,"O sucesso foi medido através da Acurácia na detecção de anomalias (alcançando o patamar de 95%), Precisão da classificação de falhas, Latência de inferência na borda (edge inference latency) e Taxa de anomalia acompanhada ao longo de múltiplas iterações operacionais.","Condições industriais severas, restrições de computação em dispositivos (edge), preocupações de escalabilidade em ambientes ricos em sensores; para escala em fábrica ampla, necessidade de otimização de protocolos de transmissão de dados e integração cloud-based; necessidade de interpretabilidade para confiabilidade/aceitação do sistema em decisões de manutenção. "
Intelligent diagnosis of hot-rolled strip steel convexity faults based on hierarchical attention cycle graph networks and causal inference,Setor Siderúrgico e Metalúrgico.,"Diagnóstico de Falhas e Controle de Qualidade (identificação, classificação e rastreamento de defeitos de convexidade no aço).","Fornece rastreamento da causa raiz do problema (fault tracing). A técnica revela a cadeia de propagação das falhas construindo um grafo de relações causais, permitindo aos engenheiros e operadores visualizar de forma transparente qual equipamento ou parâmetro físico exato desencadeou a anomalia de qualidade, orientando a ação corretiva.","Dados privados/proprietários. Foram coletados da linha de produção real de laminação a quente (linha 2250) da usina siderúrgica Baotou Steel Union Co., Ltd., na China. Não há link disponibilizado.","Séries temporais multivariadas provenientes de sensores. O dataset é composto por 422 parâmetros, contemplando tanto dados dinâmicos das estações de laminação (temperatura, força de flexão, pressão) quanto características estáticas das placas (largura, espessura).","Não mencionado de forma explícita como Edge, Cloud ou híbrido.","Arquitetura híbrida (nomeada HARGNN) construída através da integração de Redes Neurais em Grafos (GCN - Graph Convolutional Networks), unidades recorrentes GRU (Gated Recurrent Units) e um mecanismo de Atenção Hierárquica.",Inferência Causal embasada na construção de Grafos Direcionados Acíclicos (DAGs). O método extrai a estrutura de explicabilidade através do Algoritmo PC (Peter-Clark) associado a Redes Bayesianas.,Globais.,"O sucesso do modelo é medido por Acurácia, Precisão, Recall (Revocação), F1-Score, Taxa de Falsos Alarmes (FAR), Taxa de Falsos Negativos/Omissão (MAR - Miss Alarm Rate) e Tempo Computacional de teste e treinamento.","Complexidade do processo com evolução dinâmica e forte acoplamento multifatorial; alta dimensionalidade, não linearidade e propagação/cumulatividade entre stands; desbalanceamento severo entre classes; limitações de explicações baseadas apenas em correlação (ex.: SHAP/atenção) para orientar causa raiz; necessidade de sair do “black box” para decisões transparentes; desafios adicionais citados para inferência causal incluem qualidade de dados, eficiência computacional e presença de fatores de confusão não observados."
INTERPRETABLE TRANSFORMER-BASED VIBRATION ANALYSIS FOR ANOMALY DETECTION IN INDUSTRIAL SYSTEMS,"Sistemas industriais mecânicos em geral, com foco no monitoramento de componentes de maquinário como motores, eixos e rolamentos.",Detecção de anomalias/falhas em máquinas industriais a partir de vibração para diagnóstico de falhas e suporte à manutenção preditiva.,"O sistema utiliza o método SHAP para quantificar a influência de cada variável nas predições, permitindo que os operadores identifiquem a causa de uma anomalia de forma transparente (como identificar desgaste mecânico precoce através dos níveis de curtose e assimetria do sinal). Isso aumenta a confiança, reduz o tempo de decisão e permite focar em planos de manutenção corretiva direcionados.","Público (“publicly available industrial vibration datasets”); o artigo descreve um dataset com 10.000 amostras de séries temporais (1024 pontos, taxa 1 kHz) contendo estados normal e falho, mas não fornece link/URL do dataset","Séries temporais compostas por sinais de vibração brutos, convertidos em características (features) extraídas nos domínios do tempo e da frequência após decomposição pelas técnicas WT-VMD.","Não mencionado de forma explícita como Edge, Cloud ou híbrido.",Arquitetura baseada em Transformers focada na utilização do mecanismo de Autoatenção Multi-Cabeças (Multi-Head Self-Attention - MHSA) integrado a redes neurais Feedforward (FFN).,SHAP,Ambos.,"Para avaliar o desempenho do modelo de classificação, utilizou-se Acurácia, Precisão, Recall (Sensibilidade) e F1-Score. Para o desempenho preditivo do XAI, adotou-se a métrica de Fidelidade da Explicação SHAP (SHAP Explanation Fidelity). Complementarmente, o pré-processamento de sinais foi medido por Relação Sinal-Ruído (SNR), Redução de Ruído e Tempo Computacional.","Complexidade computacional do Transformer (MHSA e múltiplas camadas) dificultando implantação em tempo real com recursos limitados e escalabilidade na inferência; generalização não suficientemente testada em diferentes máquinas/condições operacionais; SHAP pode não capturar completamente relações complexas e o cálculo de SHAP em grandes volumes de dados pode ser caro computacionalmente, impactando uso em tempo real."
KAN-Based Tool Wear Modeling with Adaptive Complexity and Symbolic Interpretability in CNC Turning Processes,Setor de Manufatura Inteligente / Usinagem.,Modelagem e predição de desgaste de ferramenta (desgaste de flanco) visando a manutenção proativa e a otimização do processo de usinagem.,"O framework com KAN gera expressões matemáticas simbólicas “white-box” que relacionam parâmetros de corte (feed rate, depth of cut, cutting speed) ao desgaste, permitindo decisão transparente sobre ajuste de parâmetros e planejamento de manutenção/just-in-time maintenance (em vez de apenas uma predição black-box). ",Público (Kaggle) + versão pré-processada disponibilizada em repositório GitHub. Links extraídos do texto: https://www.kaggle.com/datasets/drganeshkumars/flank-wear-of-cnc-lathe-tool-insert-dataset e https://github.com/567ZYC/Data-Processing-and-Explanation-for-Flank-Wear-of-CNC-Lathe-Tool-Insert-Dataset- .,"Dados tabulares estruturados compostos por grandezas físicas e parâmetros operacionais contínuos (taxa de avanço, profundidade de corte, velocidade da máquina, forças de corte nos eixos X/Y/Z, temperatura na zona de contato, e marcações de tempo/passos) pareados com medições da profundidade do desgaste da ferramenta.","Não mencionado de forma explícita como Edge, Cloud ou híbrido.","Kolmogorov–Arnold Networks (KANs) em três variantes (KAN-A, KAN-B, KAN-C) para regressão de desgaste; modelos MLP (MLP-A/B/C) são usados como baseline comparativo. ","Interpretabilidade Simbólica Matemática nativa (White-box). Não foram empregados métodos explicativos gerados a posteriori (como SHAP ou LIME); o próprio modelo treina, substitui os dados e gera fórmulas algébricas simplificadas explícitas e visíveis.",Globais.,"Para aferição do modelo preditivo e dos erros, foram empregadas Erro Quadrático Médio (MSE), Erro Absoluto Médio (MAE), Erro Percentual Absoluto Médio Simétrico (sMAPE), Erro Absoluto Máximo (MaxAE), Coeficiente de Determinação ($R^2$), $R^2$ Ajustado e Tempo de Execução Computacional (Runtime). Não mencionado o uso de métricas matemáticas direcionadas apenas ao aspecto explicativo.","Limitações destacadas incluem: (i) modelos físicos clássicos têm suposições simplificadas e pouca adaptabilidade; (ii) ML/DL tradicionais sofrem com baixa interpretabilidade (barreira para adoção industrial); (iii) a conversão simbólica do KAN não impõe restrições físicas, podendo gerar previsões fisicamente inválidas (ex.: flank wear negativo em certas regiões); (iv) validade das fórmulas é dependente do range do dataset e não é garantida fora do intervalo de treino; (v) há trade-off precisão vs. ruído ao aumentar precisão dos coeficientes na fórmula."
LogicLSTM: Logically-driven long short-term memory model for fault diagnosis in gearboxes,"Setor de Automação Industrial, Sistemas Mecânicos e Manufatura.","Diagnóstico e classificação de falhas de equipamentos (como dentes ausentes, trincas na raiz e desgaste de superfície e rolamento) para manutenção preditiva.",O sistema fornece explicabilidade extraindo a importância das características de entrada e aplica explicações contrafatuais para mostrar aos operadores quais são as alterações mínimas nos sinais operacionais necessárias para modificar a decisão do modelo de falha.,"Os dados são públicos (provenientes de simuladores físicos e benchmarks abertos). Foram utilizados o dataset interno DDS (Drivetrain Dynamics Simulator), o dataset SpectraSimulator da base OEDI (Link: https://data.openei.org/submissions/623) e o dataset de engrenagens da University of Connecticut - UoC (Link: https://figshare.com/articles/dataset/Gear_Fault_Data/6127874).","Séries temporais de sensores (principalmente vibração triaxial, além de torque do freio e vibração do motor), amostradas a 5120 Hz, segmentadas em sequências por sliding window; o dataset descreve 8 atributos/canais relacionados a diferentes medições (motor, RGB, torque, PGB).","Não mencionado de forma explícita como Edge, Cloud ou híbrido.",LSTM (backbone) + integração neuro-simbólica com Logic Tensor Network (LTN); modelos comparativos incluem RCNN (CNN+RNN) e Synthesizer (baseado em Transformer).,"Permutation Feature Importance (pós-hoc) para estimar importância por feature (via embaralhamento) e reweighting das features; adicionalmente, o artigo inclui explicações contrafactuais (mínima perturbação na sequência para mudar a saída).",Ambos.,"Acurácia (multi-classe), ROC e AUC, matriz de confusão, satisfiability dos axiomas/regras (métrica de consistência lógica no LTN), e tempo de computação (impacto do aumento do conjunto de regras).","Falta de transparência em deep learning para diagnóstico industrial (dificulta troubleshooting e confiança), necessidade/ônus de construir uma knowledge base para modelos neuro-simbólicos, desafios de escalabilidade e structure learning em neuro-simbólico, e dificuldade de cenários de falha complexos (incluindo casos em que modelos podem ficar presos em mínimos locais); o estudo também aponta que ainda há “gap” para tornar o modelo totalmente confiável em todos os cenários."
MSEvoNet: Multiscale Spatiotemporal Evolution Networks for Remaining Useful Life Prediction in Complex Industrial Systems,Setor Aeroespacial.,"Manutenção Preditiva, especificamente direcionada para a predição da Vida Útil Restante (RUL - Remaining Useful Life).","O modelo fornece estimativas de RUL e aumenta a transparência ao modelar a degradação como um grafo espaço-temporal (interações entre variáveis/sensores ao longo do tempo), permitindo insights sobre quais padrões temporais e relações espaciais/coplamentos sustentam a predição; o artigo também menciona visualização de relações espaciais dinâmicas e interações entre componentes para tornar o raciocínio preditivo “transparente e compreensível”.",Públicos (benchmarks): C-MAPSS e N-CMAPSS para RUL de motores aeronáuticos. Link direto do dataset: Não mencionado.,"Séries temporais multivariadas de sensores (monitoramento operacional), incluindo variáveis de condição operacional e múltiplos sensores internos do motor (ex.: temperatura, pressão, rotação), com pré-processamento de seleção de sensores e normalização min–max.","Não mencionado de forma explícita como Edge, Cloud ou híbrido.","Gated Dilated Convolution (GDC) com atenção global, Adaptive Relationship Perception (ARP) para inferir matriz de acoplamento dinâmica (substituindo adjacência fixa) e Diffusion Graph Convolution (DGC) com mecanismo mix-hop para capturar relações multihop e fusão espaço-temporal.","Trata-se de uma Interpretabilidade Intrínseca (ad-hoc) por meio do uso de Percepção Adaptativa de Relacionamentos que gera Matrizes de Acoplamento e Mapas de Atenção Global. Estas estruturas definem, de forma transparente, os pesos e o esqueleto de um Grafo Espaço-Temporal guiando a tomada de decisão.",Ambos.,O sucesso e o erro do modelo preditivo foram medidos através da Raiz do Erro Quadrático Médio (RMSE) e de uma Função de Pontuação customizada (Score) que aplica pesos assimétricos para penalizar mais severamente a superestimação da vida útil do que a subestimação.,"Principais dificuldades destacadas: heterogeneidade de fontes/formatos de dados, complexidade de fusão espaço-temporal (incluindo limitações de GNNs com adjacência fixa e modelagem temporal dependente de RNNs), e necessidade de modelos transparentes/confiáveis devido ao caráter “black-box”; também aponta desafios de relações espaciais variáveis no tempo (acoplamento evolutivo) e pressão computacional/ruído ao escolher janelas temporais."
Perception modelling by invariant representation of deep learning for automated structural diagnostic in aircraft maintenance: A study case using DeepSHM,Setor Aeroespacial e de Manutenção de Aeronaves comerciais.,"Manutenção Preditiva e Monitoramento da Saúde Estrutural (SHM), focado no Diagnóstico Estrutural, em Ensaios Não Destrutivos (NDT) e na Detecção de Danos como a propagação e o dimensionamento de trincas estruturais.","A técnica usa DeepSHM com CNN para transformar sinais Lamb wave (tempo–frequência) em probabilidades de classes de dano, comparando representações e posições de sensores; o suporte ocorre ao automatizar a interpretação do sinal e fornecer desempenho por matriz de confusão/acurácia para orientar confiabilidade do diagnóstico (redução de FN/maior POD como objetivo discutido). ",Os dados utilizados são simulados e artificiais. Foram gerados numericamente por meio de um modelo de elementos finitos (FEM) utilizando o software COMSOL-Multiphysics. O link direto para o repositório contendo o conjunto de dados completo no GitHub é: https://github.com/vewald/DeepSHM.,"Sinais ultrassônicos de Lamb waves (séries temporais) convertidos para representações tempo–frequência (ex.: espectrogramas) e usados como entrada para CNN; múltiplas entradas de sensores (multissensor, diferentes posições).","Não mencionado de forma explícita como Edge, Cloud ou híbrido.","Convolutional Neural Network (CNN) aplicada ao sinal Lamb wave em domínio tempo–frequência (DeepSHM); outras arquiteturas (MLP, RNN/LSTM/GRU, AE/VAE etc.) aparecem como panorama, mas o estudo de caso é com CNN.",Não mencionado como método clássico (SHAP/LIME/Grad-CAM etc.). O trabalho enfatiza que a base de “explainable AI” para SHM/NDT é “lacking” e propõe uma perspectiva teórica (inspirada em neurociência) para interpretar representações invariantes e modelos de percepção em DeepSHM. ,Globais.,"Acurácia de Validação, Acurácia de Treinamento, Função de Perda (Loss) de Treinamento e de Validação, Matrizes de Confusão, Probabilidade de Detecção (POD / Sensibilidade) e o Tempo de Esforço Computacional em milissegundos por etapa executada.",Dificuldade de análise/interpretação em processamento clássico quando se usa excitação de banda larga; falta de formalização/explicabilidade (“basis of explainable AI … lacking”) em SHM/NDT; limitação física de usar uma única frequência central (um único comprimento de onda) para tamanhos específicos de dano; risco “garbage in–garbage out” em deep learning; escassez de grandes datasets públicos para transfer learning em SHM/NDT e baixa transferibilidade entre domínios (imagem vs áudio/acústico).
Physics-based feature enhancement method and physics constraint Transformer model for multi-step tool wear and RUL prediction,"Setor de Manufatura Inteligente e Usinagem, focado especificamente em processos de fresamento CNC de metais.","Monitoramento do desgaste da ferramenta (TWM) e predição da Vida Útil Restante (RUL), com ênfase no desafio de realizar predições de longo prazo e múltiplos passos (multi-step prediction).","O sistema entrega previsões contínuas e fisicamente lógicas sobre o progresso do desgaste e a durabilidade do maquinário. Isso apoia diretamente a tomada de decisão ao otimizar cronogramas de substituição da ferramenta e estratégias de manutenção, prevenindo perdas críticas na qualidade da produção ou falhas não programadas durante o funcionamento.",Público (PHM2010) + privado/proprietário (dataset “self-constructed” pelos autores). Link direto para dataset: Não mencionado no texto apresentado.,"Séries temporais multivariadas geradas por sistemas multi-sensores de alta frequência. Foram aglomerados dados oriundos de dinamômetros (para forças de corte), sensores de emissão acústica (AE) e sensores de vibração. As características nativas desses sinais brutos são extraídas e reconstruídas através de algoritmos de agregação (fABBA) antes de comporem os dados de entrada.","Não mencionado de forma explícita como Edge, Cloud ou híbrido.","Transformer com multi-head self-attention e cross-attention para predição multi-step de desgaste e RUL, com embeddings (positional coding, feature embedding e historical information embedding) e FFN baseado em convolução 1D; modelos comparados citados incluem GRU, BiGRU, BiGRU-AT e TCN.",SHAP,Ambos.,"Para avaliar o poder de predição técnica do modelo de aprendizado, utilizou-se Erro Quadrático Médio (RMSE), Erro Absoluto Médio (MAE), Erro Percentual Absoluto Médio (MAPE), Coeficiente de Determinação (R²) e o Tempo de Predição Computacional. A fidelidade do componente explicativo foi testada qualitativamente pelo seu nível de conformidade contínua com os parâmetros físicos de degradação sem emissão de dados falsos-regenerativos.","O artigo aponta como desafios centrais: (i) forte dependência de feature engineering e risco de representação incompleta do processo de degradação, (ii) desgaste como processo não linear e não estacionário sob cargas termo-mecânicas e fadiga, tornando difícil prever long-horizon com histórico limitado, (iii) modelos data-driven sem leis físicas podem gerar saídas fisicamente inconsistentes (ex.: desgaste não-monótono, RUL aumentando), e (iv) baixa transparência de modelos black-box para decisão industrial, motivando uso de constraints físicos e SHAP para interpretabilidade."
Privacy-Preserving Interpretability: An Explainable Federated Learning Model for Predictive Maintenance in Sustainable Manufacturing and Industry 4.0,Setor de Manufatura Sustentável e Indústria 4.0 (monitoramento de máquinas e equipamentos de produção).,Setor de Manufatura Sustentável e Indústria 4.0 (monitoramento de máquinas e equipamentos de produção).,"O modelo emite alertas de manutenção proativa acompanhados de justificativas e fatores de risco interpretáveis. Isso permite que os operadores e a equipe de manutenção compreendam as causas raízes dos problemas (como a influência exata do desgaste da ferramenta ou da temperatura), validem as decisões e priorizem os reparos de forma transparente.",Os dados são públicos. O estudo utiliza um conjunto de dados disponível na plataforma Kaggle. Link: https://www.kaggle.com/code/atom1991/predictive-maintenance-for-industrial-devices/input.,"Dados tabulares baseados em medições de sensores. O dataset inclui variáveis numéricas contínuas (temperatura do ar, temperatura do processo, velocidade rotacional, torque, desgaste da ferramenta) e dados categóricos (tipo de produto e tipo de falha).",Arquitetura federada com treinamento descentralizado em servidores locais (por site/indústria) e agregação em servidor global na nuvem; o fluxo descrito inclui importação de dados em nuvem para predição em tempo real e armazenamento em cloud.,"Não mencionado. O modelo proposto não utiliza redes neurais profundas, mas sim algoritmos tradicionais do tipo Ensemble de Machine Learning (o melhor desempenho foi obtido com o Gradient Boosting Classifier e o Hist Gradient Boosting Classifier).",SHAP e LIME,Ambos.,"Para o desempenho preditivo, utilizaram-se Acurácia, Sensibilidade (TPR), Especificidade (TNR), Taxa de Omissão/Miss Rate (FNR), Valor Preditivo Positivo (PPV) e Valor Preditivo Negativo (NPV).","Três desafios centrais: confidencialidade/privacidade (centralização de dados e compliance regulatório), falta de interpretabilidade (modelos black-box reduzem confiança/ação do operador) e adaptabilidade (manter desempenho consistente em ambientes industriais diversos); adicionalmente, o texto aponta limitações ligadas a processamento em tempo real e escalabilidade em PdM, complexidade computacional para implantação e a ausência (nesta versão) de mecanismos formais como Differential Privacy/Secure Aggregation, apesar de manter dados brutos localmente."
Scalable Concept Extraction in Industry 4.0,"Setor Têxtil (design e manufatura de materiais compósitos de fibra de vidro), Setor de Manufatura (reforço de fibra de carbono) e Setor de Energia/Manutenção (inspeção de módulos fotovoltaicos).","Controle de Qualidade (identificação de falhas, defeitos e dobras na manufatura de materiais) e Manutenção (detecção de defeitos e objetos estranhos em painéis solares fotovoltaicos).","Emite alerta com justificativa visual. A técnica extrai e localiza as pistas visuais exatas (conceitos) que o modelo utilizou para a predição, permitindo aos especialistas do domínio validar se a inteligência artificial tomou a decisão pelas razões corretas (alinhamento de conhecimento) e rastrear a localização do defeito na peça.","Dados mistos, envolvendo coleções geradas pelos próprios autores e dados de benchmark. Os links disponibilizados no artigo são: https://doi.org/10.5281/zenodo.7970596 (textiles) e https://doi.org/10.5281/zenodo.7970490 (carbon fiber). O conjunto de dados fotovoltaicos (MIAD) provém de estudos anteriores de domínio público.","Imagens (inspeção visual): têxteis em alta resolução (ex.: 4288×2848; redimensionadas para treino), patches de fibra de carbono (cortados e convertidos para grayscale), e imagens de módulos FV (512×512; capturadas por UAV em cenário realista de planta).","Não mencionado de forma explícita como Edge, Cloud ou híbrido.",CNN (principalmente DenseNet121) para classificação de imagens nos três casos; o trabalho também se baseia em CNNs em geral e propõe um método de explicação para CNNs.,"Extração de Conceitos (Concept Extraction), especificamente uma modificação mais escalável do método ECLAD (Extracting Concepts with Local Aggregated Descriptors).",Globais.,"Acurácia (medindo a capacidade de predição do classificador de imagens) e o Escore de Importância do Conceito (Importance Score), calculado em conjunto com a redução matemática do custo computacional.","Principais limitações/dificuldades: natureza black-box de CNNs em aplicações industriais; risco de bias/shortcut learning/data leakage levando a comportamento inesperado; saliency maps locais descritos como potencialmente ruidosos/não confiáveis; e alto custo computacional de técnicas de extração de conceitos existentes, dificultando escalabilidade para grandes datasets industriais (motivando a modificação do ECLAD para reduzir número de forward passes). "
Scale‑preserving automatic concept extraction (SPACE),"Setor de Manufatura, Metalurgia e Construção Civil (focado em processos industriais como fundição de metais, inspeção de porcas metálicas, textura de couro e identificação de rachaduras em concreto).",Controle de Qualidade e Detecção de Falhas (classificação de imagens visando separar peças normais e funcionais de peças com defeito).,"A técnica extrai conceitos globais (conjuntos de patches/imagens representativos) e um importance score por conceito para a classe analisada (via TCAV), permitindo ao especialista verificar se o modelo decide “pelas razões certas” (ex.: pinholes) ou por vieses (ex.: fundo, letras/linhas), e então corrigir dataset/rotulagem/treinamento para melhorar robustez antes do deploy.",Públicos para os experimentos comparativos (concrete crack dataset; MVTec metal nut dataset). Inclui também um dataset real de manufatura (metal casting) obtido com parceiro industrial (confidencial/proprietário); link público do dataset real não é fornecido. Link fornecido no texto é do código: https://github.com/Data-Science-in-Mechanical-Engineering/SPACE .,"Imagens (dados fotográficos bidimensionais capturados para a classificação em visão computacional, englobando imagens de peças e recortes com resoluções de 227x227 a 900x900 pixels).","Não mencionado de forma explícita como Edge, Cloud ou híbrido.","CNNs para classificação visual; arquiteturas usadas nos experimentos incluem VGG-16, ResNet-18 e DenseNet-121 (modelos analisados pelo SPACE/ACE).","Extração Automática de Conceitos (Automatic Concept Extraction), processada de forma primária pelo algoritmo construído pelos próprios autores denominado SPACE (Scale-Preserving Automatic Concept Extraction), que encapsula e se integra a métodos clássicos como TCAV (Testing with Concept Activation Vectors) para o teste contínuo dos conceitos e mapas de saliência baseados em Grad-CAM.",Globais.,"O sucesso na construção e predição das redes neurais foi medido pelas métricas tradicionais de Acurácia, Precisão, Revocação (Recall) e F1-Score. A exatidão e aplicabilidade das explicações geradas foram analisadas através do Escore de Importância do Conceito (baseado na pontuação contínua do TCAV), Número total de conceitos extraídos, Número de conceitos alinhados semanticamente e a Proporção matemática (ratio) dos conceitos que mostraram alinhamento assertivo.","Problemas reportados/abordados: métodos de extração de conceito existentes podem distorcer escala por interpolação (impacta features pequenas) e perder contexto por superpixels/segmentação; risco de vieses e data leakage em aplicações reais mesmo com alta acurácia (ex.: metal casting com “yellow lines/backside letters”); limitações/pré-condições do SPACE incluem escolha adequada de ns (tamanho de patch) e risco quando o dataset já contém padrões semelhantes às descontinuidades introduzidas pelo tiling; como futuro, menciona necessidade de pesquisa sobre conformidade/uso em frameworks industriais e garantias para explicações por conceitos."
